vintage,title,distributiondescription
2010,Decennial Census: Decennial Self-Reponse Rate,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2010/dec/responserate', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,Economic Census: Commodity Flow Survey Preliminary Data,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/cfsprelim', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2010,Decennial Census: American Indian and Alaska Native Summary File,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2010/dec/aian', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,2016 Annual Survey of Entrepreneurs - CSA,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/ase/csa', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2020,Decennial Census: 2020 Decennial Self-Response Rate,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2020/dec/responserate', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,American Community Survey: 3-Year Estimates: Detailed Tables 3-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/acs/acs3', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Economic Census: Economic Census of Island Areas,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecn/islandareas', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,2016 Annual Survey of Entrepreneurs - CSCB,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/ase/cscb', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Economic Census: Economic Census of Island Areas,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/ecn/islandareas/comp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,Annual Economic Surveys: Survey of Business Owners: Annual Survey of Entrepreneurs Company Summary,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/ase/csa', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,American Community Survey: 3-Year Estimates: Detailed Tables 3-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/acs/acs3', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,Annual Economic Surveys: Survey of Business Owners: Annual Survey of Entrepreneurs Characteristics of Businesses,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/ase/cscb', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,American Community Survey: 3-Year Estimates: Comparison Profiles 3-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/acs/acs3/cprofile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,American Community Survey: 3-Year Estimates: Data Profiles 3-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/acs/acs3/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,American Community Survey: 3-Year Estimates: Subject Tables 3-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/acs/acs3/subject', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,American Community Survey: 3-Year Estimates: Comparison Profiles 3-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/acs/acs3/cprofile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,American Community Survey: 3-Year Estimates: Data Profiles 3-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/acs/acs3/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,American Community Survey: 3-Year Estimates: Selected Population Profiles 3-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/acs/acs3/spp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2013,American Community Survey: 3-Year Estimates: Subject Tables 3-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2013/acs/acs3/subject', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
