location,year,state,state_po,county,candidate,party,candidatevotes,totalvotes,Location
"Arizona, Yuma",2000,Arizona,AZ,Yuma,Al Gore,democrat,12055.0,28652,"Arizona, Yuma"
"Arizona, Yuma",2000,Arizona,AZ,Yuma,George W. Bush,republican,15708.0,28652,"Arizona, Yuma"
"Arizona, Yuma",2000,Arizona,AZ,Yuma,Ralph Nader,green,495.0,28652,"Arizona, Yuma"
"Arkansas, Arkansas",2000,Arkansas,AR,Arkansas,Al Gore,democrat,2877.0,6372,"Arkansas, Arkansas"
"Arkansas, Arkansas",2000,Arkansas,AR,Arkansas,George W. Bush,republican,3353.0,6372,"Arkansas, Arkansas"
"Arkansas, Arkansas",2000,Arkansas,AR,Arkansas,Ralph Nader,green,65.0,6372,"Arkansas, Arkansas"
"Arkansas, Ashley",2000,Arkansas,AR,Ashley,Al Gore,democrat,4253.0,8271,"Arkansas, Ashley"
"Arkansas, Ashley",2000,Arkansas,AR,Ashley,George W. Bush,republican,3876.0,8271,"Arkansas, Ashley"
"Arkansas, Ashley",2000,Arkansas,AR,Ashley,Ralph Nader,green,61.0,8271,"Arkansas, Ashley"
"Arkansas, Baxter",2000,Arkansas,AR,Baxter,Al Gore,democrat,6516.0,16708,"Arkansas, Baxter"
"Arkansas, Baxter",2000,Arkansas,AR,Baxter,George W. Bush,republican,9538.0,16708,"Arkansas, Baxter"
"Arkansas, Baxter",2000,Arkansas,AR,Baxter,Ralph Nader,green,429.0,16708,"Arkansas, Baxter"
"Arkansas, Benton",2000,Arkansas,AR,Benton,Al Gore,democrat,17277.0,53646,"Arkansas, Benton"
"Arkansas, Benton",2000,Arkansas,AR,Benton,George W. Bush,republican,34838.0,53646,"Arkansas, Benton"
"Arkansas, Benton",2000,Arkansas,AR,Benton,Ralph Nader,green,862.0,53646,"Arkansas, Benton"
"Arkansas, Boone",2000,Arkansas,AR,Boone,Al Gore,democrat,4493.0,13635,"Arkansas, Boone"
"Arkansas, Boone",2000,Arkansas,AR,Boone,George W. Bush,republican,8569.0,13635,"Arkansas, Boone"
"Arkansas, Boone",2000,Arkansas,AR,Boone,Ralph Nader,green,289.0,13635,"Arkansas, Boone"
"Arkansas, Bradley",2000,Arkansas,AR,Bradley,Al Gore,democrat,2122.0,3979,"Arkansas, Bradley"
"Arkansas, Bradley",2000,Arkansas,AR,Bradley,George W. Bush,republican,1793.0,3979,"Arkansas, Bradley"
"Arkansas, Bradley",2000,Arkansas,AR,Bradley,Ralph Nader,green,34.0,3979,"Arkansas, Bradley"
"Arkansas, Calhoun",2000,Arkansas,AR,Calhoun,Al Gore,democrat,1017.0,2185,"Arkansas, Calhoun"
"Arkansas, Calhoun",2000,Arkansas,AR,Calhoun,George W. Bush,republican,1128.0,2185,"Arkansas, Calhoun"
"Arkansas, Calhoun",2000,Arkansas,AR,Calhoun,Ralph Nader,green,19.0,2185,"Arkansas, Calhoun"
"Arkansas, Carroll",2000,Arkansas,AR,Carroll,Al Gore,democrat,3595.0,9590,"Arkansas, Carroll"
"Arkansas, Carroll",2000,Arkansas,AR,Carroll,George W. Bush,republican,5556.0,9590,"Arkansas, Carroll"
"Arkansas, Carroll",2000,Arkansas,AR,Carroll,Ralph Nader,green,301.0,9590,"Arkansas, Carroll"
"Arkansas, Chicot",2000,Arkansas,AR,Chicot,Al Gore,democrat,2820.0,4452,"Arkansas, Chicot"
"Arkansas, Chicot",2000,Arkansas,AR,Chicot,George W. Bush,republican,1564.0,4452,"Arkansas, Chicot"
"Arkansas, Chicot",2000,Arkansas,AR,Chicot,Ralph Nader,green,26.0,4452,"Arkansas, Chicot"
"Arkansas, Clark",2000,Arkansas,AR,Clark,Al Gore,democrat,4661.0,8626,"Arkansas, Clark"
"Arkansas, Clark",2000,Arkansas,AR,Clark,George W. Bush,republican,3776.0,8626,"Arkansas, Clark"
"Arkansas, Clark",2000,Arkansas,AR,Clark,Ralph Nader,green,103.0,8626,"Arkansas, Clark"
"Arkansas, Clay",2000,Arkansas,AR,Clay,Al Gore,democrat,3527.0,5900,"Arkansas, Clay"
"Arkansas, Clay",2000,Arkansas,AR,Clay,George W. Bush,republican,2254.0,5900,"Arkansas, Clay"
"Arkansas, Clay",2000,Arkansas,AR,Clay,Ralph Nader,green,73.0,5900,"Arkansas, Clay"
"Arkansas, Cleburne",2000,Arkansas,AR,Cleburne,Al Gore,democrat,4120.0,10207,"Arkansas, Cleburne"
"Arkansas, Cleburne",2000,Arkansas,AR,Cleburne,George W. Bush,republican,5730.0,10207,"Arkansas, Cleburne"
"Arkansas, Cleburne",2000,Arkansas,AR,Cleburne,Ralph Nader,green,183.0,10207,"Arkansas, Cleburne"
"Arkansas, Cleveland",2000,Arkansas,AR,Cleveland,Al Gore,democrat,1414.0,3181,"Arkansas, Cleveland"
"Arkansas, Cleveland",2000,Arkansas,AR,Cleveland,George W. Bush,republican,1678.0,3181,"Arkansas, Cleveland"
"Arkansas, Cleveland",2000,Arkansas,AR,Cleveland,Ralph Nader,green,30.0,3181,"Arkansas, Cleveland"
"Arkansas, Columbia",2000,Arkansas,AR,Columbia,Al Gore,democrat,4003.0,9307,"Arkansas, Columbia"
"Arkansas, Columbia",2000,Arkansas,AR,Columbia,George W. Bush,republican,5018.0,9307,"Arkansas, Columbia"
"Arkansas, Columbia",2000,Arkansas,AR,Columbia,Ralph Nader,green,70.0,9307,"Arkansas, Columbia"
"Arkansas, Conway",2000,Arkansas,AR,Conway,Al Gore,democrat,3496.0,7234,"Arkansas, Conway"
"Arkansas, Conway",2000,Arkansas,AR,Conway,George W. Bush,republican,3545.0,7234,"Arkansas, Conway"
"Arkansas, Conway",2000,Arkansas,AR,Conway,Ralph Nader,green,84.0,7234,"Arkansas, Conway"
"Arkansas, Craighead",2000,Arkansas,AR,Craighead,Al Gore,democrat,12376.0,25157,"Arkansas, Craighead"
"Arkansas, Craighead",2000,Arkansas,AR,Craighead,George W. Bush,republican,12158.0,25157,"Arkansas, Craighead"
"Arkansas, Craighead",2000,Arkansas,AR,Craighead,Ralph Nader,green,409.0,25157,"Arkansas, Craighead"
"Arkansas, Crawford",2000,Arkansas,AR,Crawford,Al Gore,democrat,6288.0,17625,"Arkansas, Crawford"
"Arkansas, Crawford",2000,Arkansas,AR,Crawford,George W. Bush,republican,10804.0,17625,"Arkansas, Crawford"
"Arkansas, Crawford",2000,Arkansas,AR,Crawford,Ralph Nader,green,223.0,17625,"Arkansas, Crawford"
"Arkansas, Crittenden",2000,Arkansas,AR,Crittenden,Al Gore,democrat,7224.0,13234,"Arkansas, Crittenden"
"Arkansas, Crittenden",2000,Arkansas,AR,Crittenden,George W. Bush,republican,5857.0,13234,"Arkansas, Crittenden"
"Arkansas, Crittenden",2000,Arkansas,AR,Crittenden,Ralph Nader,green,97.0,13234,"Arkansas, Crittenden"
"Arkansas, Cross",2000,Arkansas,AR,Cross,Al Gore,democrat,3096.0,6215,"Arkansas, Cross"
"Arkansas, Cross",2000,Arkansas,AR,Cross,George W. Bush,republican,3033.0,6215,"Arkansas, Cross"
"Arkansas, Cross",2000,Arkansas,AR,Cross,Ralph Nader,green,38.0,6215,"Arkansas, Cross"
"Arkansas, Dallas",2000,Arkansas,AR,Dallas,Al Gore,democrat,1710.0,3325,"Arkansas, Dallas"
"Arkansas, Dallas",2000,Arkansas,AR,Dallas,George W. Bush,republican,1571.0,3325,"Arkansas, Dallas"
"Arkansas, Dallas",2000,Arkansas,AR,Dallas,Ralph Nader,green,21.0,3325,"Arkansas, Dallas"
"Arkansas, Desha",2000,Arkansas,AR,Desha,Al Gore,democrat,2776.0,4495,"Arkansas, Desha"
"Arkansas, Desha",2000,Arkansas,AR,Desha,George W. Bush,republican,1603.0,4495,"Arkansas, Desha"
"Arkansas, Desha",2000,Arkansas,AR,Desha,Ralph Nader,green,38.0,4495,"Arkansas, Desha"
"Arkansas, Drew",2000,Arkansas,AR,Drew,Al Gore,democrat,3060.0,5922,"Arkansas, Drew"
"Arkansas, Drew",2000,Arkansas,AR,Drew,George W. Bush,republican,2756.0,5922,"Arkansas, Drew"
"Arkansas, Drew",2000,Arkansas,AR,Drew,Ralph Nader,green,47.0,5922,"Arkansas, Drew"
"Arkansas, Faulkner",2000,Arkansas,AR,Faulkner,Al Gore,democrat,11950.0,29216,"Arkansas, Faulkner"
"Arkansas, Faulkner",2000,Arkansas,AR,Faulkner,George W. Bush,republican,16055.0,29216,"Arkansas, Faulkner"
"Arkansas, Faulkner",2000,Arkansas,AR,Faulkner,Ralph Nader,green,513.0,29216,"Arkansas, Faulkner"
"Arkansas, Franklin",2000,Arkansas,AR,Franklin,Al Gore,democrat,2674.0,6140,"Arkansas, Franklin"
"Arkansas, Franklin",2000,Arkansas,AR,Franklin,George W. Bush,republican,3277.0,6140,"Arkansas, Franklin"
"Arkansas, Franklin",2000,Arkansas,AR,Franklin,Ralph Nader,green,100.0,6140,"Arkansas, Franklin"
"Arkansas, Fulton",2000,Arkansas,AR,Fulton,Al Gore,democrat,1976.0,4108,"Arkansas, Fulton"
"Arkansas, Fulton",2000,Arkansas,AR,Fulton,George W. Bush,republican,2036.0,4108,"Arkansas, Fulton"
"Arkansas, Fulton",2000,Arkansas,AR,Fulton,Ralph Nader,green,51.0,4108,"Arkansas, Fulton"
"Arkansas, Garland",2000,Arkansas,AR,Garland,Al Gore,democrat,15840.0,35935,"Arkansas, Garland"
"Arkansas, Garland",2000,Arkansas,AR,Garland,George W. Bush,republican,19098.0,35935,"Arkansas, Garland"
"Arkansas, Garland",2000,Arkansas,AR,Garland,Ralph Nader,green,566.0,35935,"Arkansas, Garland"
"Arkansas, Grant",2000,Arkansas,AR,Grant,Al Gore,democrat,2535.0,6013,"Arkansas, Grant"
"Arkansas, Grant",2000,Arkansas,AR,Grant,George W. Bush,republican,3285.0,6013,"Arkansas, Grant"
"Arkansas, Grant",2000,Arkansas,AR,Grant,Ralph Nader,green,88.0,6013,"Arkansas, Grant"
"Arkansas, Greene",2000,Arkansas,AR,Greene,Al Gore,democrat,6319.0,12484,"Arkansas, Greene"
"Arkansas, Greene",2000,Arkansas,AR,Greene,George W. Bush,republican,5831.0,12484,"Arkansas, Greene"
"Arkansas, Greene",2000,Arkansas,AR,Greene,Ralph Nader,green,205.0,12484,"Arkansas, Greene"
"Arkansas, Hempstead",2000,Arkansas,AR,Hempstead,Al Gore,democrat,3937.0,7289,"Arkansas, Hempstead"
"Arkansas, Hempstead",2000,Arkansas,AR,Hempstead,George W. Bush,republican,3257.0,7289,"Arkansas, Hempstead"
"Arkansas, Hempstead",2000,Arkansas,AR,Hempstead,Ralph Nader,green,50.0,7289,"Arkansas, Hempstead"
"Arkansas, Hot Spring",2000,Arkansas,AR,Hot Spring,Al Gore,democrat,5527.0,10981,"Arkansas, Hot Spring"
"Arkansas, Hot Spring",2000,Arkansas,AR,Hot Spring,George W. Bush,republican,5042.0,10981,"Arkansas, Hot Spring"
"Arkansas, Hot Spring",2000,Arkansas,AR,Hot Spring,Ralph Nader,green,202.0,10981,"Arkansas, Hot Spring"
"Arkansas, Howard",2000,Arkansas,AR,Howard,Al Gore,democrat,2063.0,4459,"Arkansas, Howard"
"Arkansas, Howard",2000,Arkansas,AR,Howard,George W. Bush,republican,2326.0,4459,"Arkansas, Howard"
"Arkansas, Howard",2000,Arkansas,AR,Howard,Ralph Nader,green,50.0,4459,"Arkansas, Howard"
"Arkansas, Independence",2000,Arkansas,AR,Independence,Al Gore,democrat,5146.0,11594,"Arkansas, Independence"
"Arkansas, Independence",2000,Arkansas,AR,Independence,George W. Bush,republican,6145.0,11594,"Arkansas, Independence"
"Arkansas, Independence",2000,Arkansas,AR,Independence,Ralph Nader,green,171.0,11594,"Arkansas, Independence"
"Arkansas, Izard",2000,Arkansas,AR,Izard,Al Gore,democrat,2587.0,5032,"Arkansas, Izard"
"Arkansas, Izard",2000,Arkansas,AR,Izard,George W. Bush,republican,2301.0,5032,"Arkansas, Izard"
"Arkansas, Izard",2000,Arkansas,AR,Izard,Ralph Nader,green,76.0,5032,"Arkansas, Izard"
"Arkansas, Jackson",2000,Arkansas,AR,Jackson,Al Gore,democrat,3651.0,6072,"Arkansas, Jackson"
"Arkansas, Jackson",2000,Arkansas,AR,Jackson,George W. Bush,republican,2280.0,6072,"Arkansas, Jackson"
"Arkansas, Jackson",2000,Arkansas,AR,Jackson,Ralph Nader,green,77.0,6072,"Arkansas, Jackson"
"Arkansas, Jefferson",2000,Arkansas,AR,Jefferson,Al Gore,democrat,17716.0,27201,"Arkansas, Jefferson"
"Arkansas, Jefferson",2000,Arkansas,AR,Jefferson,George W. Bush,republican,8765.0,27201,"Arkansas, Jefferson"
"Arkansas, Jefferson",2000,Arkansas,AR,Jefferson,Ralph Nader,green,361.0,27201,"Arkansas, Jefferson"
"Arkansas, Johnson",2000,Arkansas,AR,Johnson,Al Gore,democrat,3270.0,7161,"Arkansas, Johnson"
"Arkansas, Johnson",2000,Arkansas,AR,Johnson,George W. Bush,republican,3657.0,7161,"Arkansas, Johnson"
"Arkansas, Johnson",2000,Arkansas,AR,Johnson,Ralph Nader,green,109.0,7161,"Arkansas, Johnson"
"Arkansas, Lafayette",2000,Arkansas,AR,Lafayette,Al Gore,democrat,1806.0,3383,"Arkansas, Lafayette"
"Arkansas, Lafayette",2000,Arkansas,AR,Lafayette,George W. Bush,republican,1538.0,3383,"Arkansas, Lafayette"
"Arkansas, Lafayette",2000,Arkansas,AR,Lafayette,Ralph Nader,green,27.0,3383,"Arkansas, Lafayette"
"Arkansas, Lawrence",2000,Arkansas,AR,Lawrence,Al Gore,democrat,3255.0,6040,"Arkansas, Lawrence"
"Arkansas, Lawrence",2000,Arkansas,AR,Lawrence,George W. Bush,republican,2626.0,6040,"Arkansas, Lawrence"
"Arkansas, Lawrence",2000,Arkansas,AR,Lawrence,Ralph Nader,green,87.0,6040,"Arkansas, Lawrence"
"Arkansas, Lee",2000,Arkansas,AR,Lee,Al Gore,democrat,2727.0,4121,"Arkansas, Lee"
"Arkansas, Lee",2000,Arkansas,AR,Lee,George W. Bush,republican,1351.0,4121,"Arkansas, Lee"
"Arkansas, Lee",2000,Arkansas,AR,Lee,Ralph Nader,green,18.0,4121,"Arkansas, Lee"
"Arkansas, Lincoln",2000,Arkansas,AR,Lincoln,Al Gore,democrat,1957.0,3546,"Arkansas, Lincoln"
"Arkansas, Lincoln",2000,Arkansas,AR,Lincoln,George W. Bush,republican,1526.0,3546,"Arkansas, Lincoln"
"Arkansas, Lincoln",2000,Arkansas,AR,Lincoln,Ralph Nader,green,21.0,3546,"Arkansas, Lincoln"
"Arkansas, Little River",2000,Arkansas,AR,Little River,Al Gore,democrat,2883.0,5263,"Arkansas, Little River"
"Arkansas, Little River",2000,Arkansas,AR,Little River,George W. Bush,republican,2283.0,5263,"Arkansas, Little River"
"Arkansas, Little River",2000,Arkansas,AR,Little River,Ralph Nader,green,50.0,5263,"Arkansas, Little River"
"Arkansas, Logan",2000,Arkansas,AR,Logan,Al Gore,democrat,3283.0,8096,"Arkansas, Logan"
"Arkansas, Logan",2000,Arkansas,AR,Logan,George W. Bush,republican,4487.0,8096,"Arkansas, Logan"
"Arkansas, Logan",2000,Arkansas,AR,Logan,Ralph Nader,green,124.0,8096,"Arkansas, Logan"
"Arkansas, Lonoke",2000,Arkansas,AR,Lonoke,Al Gore,democrat,6851.0,17943,"Arkansas, Lonoke"
"Arkansas, Lonoke",2000,Arkansas,AR,Lonoke,George W. Bush,republican,10606.0,17943,"Arkansas, Lonoke"
"Arkansas, Lonoke",2000,Arkansas,AR,Lonoke,Ralph Nader,green,237.0,17943,"Arkansas, Lonoke"
"Arkansas, Madison",2000,Arkansas,AR,Madison,Al Gore,democrat,2055.0,5628,"Arkansas, Madison"
"Arkansas, Madison",2000,Arkansas,AR,Madison,George W. Bush,republican,3387.0,5628,"Arkansas, Madison"
"Arkansas, Madison",2000,Arkansas,AR,Madison,Ralph Nader,green,88.0,5628,"Arkansas, Madison"
"Arkansas, Marion",2000,Arkansas,AR,Marion,Al Gore,democrat,2233.0,6015,"Arkansas, Marion"
"Arkansas, Marion",2000,Arkansas,AR,Marion,George W. Bush,republican,3402.0,6015,"Arkansas, Marion"
"Arkansas, Marion",2000,Arkansas,AR,Marion,Ralph Nader,green,220.0,6015,"Arkansas, Marion"
"Arkansas, Miller",2000,Arkansas,AR,Miller,Al Gore,democrat,6278.0,13745,"Arkansas, Miller"
"Arkansas, Miller",2000,Arkansas,AR,Miller,George W. Bush,republican,7276.0,13745,"Arkansas, Miller"
"Arkansas, Miller",2000,Arkansas,AR,Miller,Ralph Nader,green,100.0,13745,"Arkansas, Miller"
"Arkansas, Mississippi",2000,Arkansas,AR,Mississippi,Al Gore,democrat,7107.0,12586,"Arkansas, Mississippi"
"Arkansas, Mississippi",2000,Arkansas,AR,Mississippi,George W. Bush,republican,5199.0,12586,"Arkansas, Mississippi"
"Arkansas, Mississippi",2000,Arkansas,AR,Mississippi,Ralph Nader,green,110.0,12586,"Arkansas, Mississippi"
"Arkansas, Monroe",2000,Arkansas,AR,Monroe,Al Gore,democrat,1910.0,3293,"Arkansas, Monroe"
"Arkansas, Monroe",2000,Arkansas,AR,Monroe,George W. Bush,republican,1329.0,3293,"Arkansas, Monroe"
"Arkansas, Monroe",2000,Arkansas,AR,Monroe,Ralph Nader,green,29.0,3293,"Arkansas, Monroe"
"Arkansas, Montgomery",2000,Arkansas,AR,Montgomery,Al Gore,democrat,1438.0,3739,"Arkansas, Montgomery"
"Arkansas, Montgomery",2000,Arkansas,AR,Montgomery,George W. Bush,republican,2128.0,3739,"Arkansas, Montgomery"
"Arkansas, Montgomery",2000,Arkansas,AR,Montgomery,Ralph Nader,green,101.0,3739,"Arkansas, Montgomery"
"Arkansas, Nevada",2000,Arkansas,AR,Nevada,Al Gore,democrat,1867.0,3738,"Arkansas, Nevada"
"Arkansas, Nevada",2000,Arkansas,AR,Nevada,George W. Bush,republican,1796.0,3738,"Arkansas, Nevada"
"Arkansas, Nevada",2000,Arkansas,AR,Nevada,Ralph Nader,green,42.0,3738,"Arkansas, Nevada"
"Arkansas, Newton",2000,Arkansas,AR,Newton,Al Gore,democrat,1205.0,3927,"Arkansas, Newton"
"Arkansas, Newton",2000,Arkansas,AR,Newton,George W. Bush,republican,2529.0,3927,"Arkansas, Newton"
"Arkansas, Newton",2000,Arkansas,AR,Newton,Ralph Nader,green,112.0,3927,"Arkansas, Newton"
"Arkansas, Ouachita",2000,Arkansas,AR,Ouachita,Al Gore,democrat,5464.0,10395,"Arkansas, Ouachita"
"Arkansas, Ouachita",2000,Arkansas,AR,Ouachita,George W. Bush,republican,4739.0,10395,"Arkansas, Ouachita"
"Arkansas, Ouachita",2000,Arkansas,AR,Ouachita,Ralph Nader,green,100.0,10395,"Arkansas, Ouachita"
"Arkansas, Perry",2000,Arkansas,AR,Perry,Al Gore,democrat,1648.0,4007,"Arkansas, Perry"
"Arkansas, Perry",2000,Arkansas,AR,Perry,George W. Bush,republican,2114.0,4007,"Arkansas, Perry"
"Arkansas, Perry",2000,Arkansas,AR,Perry,Ralph Nader,green,61.0,4007,"Arkansas, Perry"
"Arkansas, Phillips",2000,Arkansas,AR,Phillips,Al Gore,democrat,6018.0,9313,"Arkansas, Phillips"
"Arkansas, Phillips",2000,Arkansas,AR,Phillips,George W. Bush,republican,3154.0,9313,"Arkansas, Phillips"
"Arkansas, Phillips",2000,Arkansas,AR,Phillips,Ralph Nader,green,75.0,9313,"Arkansas, Phillips"
"Arkansas, Pike",2000,Arkansas,AR,Pike,Al Gore,democrat,1604.0,3971,"Arkansas, Pike"
"Arkansas, Pike",2000,Arkansas,AR,Pike,George W. Bush,republican,2275.0,3971,"Arkansas, Pike"
"Arkansas, Pike",2000,Arkansas,AR,Pike,Ralph Nader,green,45.0,3971,"Arkansas, Pike"
"Arkansas, Poinsett",2000,Arkansas,AR,Poinsett,Al Gore,democrat,4102.0,7235,"Arkansas, Poinsett"
"Arkansas, Poinsett",2000,Arkansas,AR,Poinsett,George W. Bush,republican,2988.0,7235,"Arkansas, Poinsett"
"Arkansas, Poinsett",2000,Arkansas,AR,Poinsett,Ralph Nader,green,87.0,7235,"Arkansas, Poinsett"
"Arkansas, Polk",2000,Arkansas,AR,Polk,Al Gore,democrat,2315.0,7193,"Arkansas, Polk"
"Arkansas, Polk",2000,Arkansas,AR,Polk,George W. Bush,republican,4600.0,7193,"Arkansas, Polk"
"Arkansas, Polk",2000,Arkansas,AR,Polk,Ralph Nader,green,130.0,7193,"Arkansas, Polk"
"Arkansas, Pope",2000,Arkansas,AR,Pope,Al Gore,democrat,6669.0,18422,"Arkansas, Pope"
"Arkansas, Pope",2000,Arkansas,AR,Pope,George W. Bush,republican,11244.0,18422,"Arkansas, Pope"
"Arkansas, Pope",2000,Arkansas,AR,Pope,Ralph Nader,green,259.0,18422,"Arkansas, Pope"
"Arkansas, Prairie",2000,Arkansas,AR,Prairie,Al Gore,democrat,1563.0,3507,"Arkansas, Prairie"
"Arkansas, Prairie",2000,Arkansas,AR,Prairie,George W. Bush,republican,1862.0,3507,"Arkansas, Prairie"
"Arkansas, Prairie",2000,Arkansas,AR,Prairie,Ralph Nader,green,29.0,3507,"Arkansas, Prairie"
"Arkansas, Pulaski",2000,Arkansas,AR,Pulaski,Al Gore,democrat,68320.0,127151,"Arkansas, Pulaski"
"Arkansas, Pulaski",2000,Arkansas,AR,Pulaski,George W. Bush,republican,55866.0,127151,"Arkansas, Pulaski"
"Arkansas, Pulaski",2000,Arkansas,AR,Pulaski,Ralph Nader,green,1756.0,127151,"Arkansas, Pulaski"
"Arkansas, Randolph",2000,Arkansas,AR,Randolph,Al Gore,democrat,3019.0,5877,"Arkansas, Randolph"
"Arkansas, Randolph",2000,Arkansas,AR,Randolph,George W. Bush,republican,2673.0,5877,"Arkansas, Randolph"
"Arkansas, Randolph",2000,Arkansas,AR,Randolph,Ralph Nader,green,84.0,5877,"Arkansas, Randolph"
"Arkansas, Saline",2000,Arkansas,AR,Saline,Al Gore,democrat,12700.0,32391,"Arkansas, Saline"
"Arkansas, Saline",2000,Arkansas,AR,Saline,George W. Bush,republican,18617.0,32391,"Arkansas, Saline"
"Arkansas, Saline",2000,Arkansas,AR,Saline,Ralph Nader,green,533.0,32391,"Arkansas, Saline"
"Arkansas, Scott",2000,Arkansas,AR,Scott,Al Gore,democrat,1444.0,3981,"Arkansas, Scott"
"Arkansas, Scott",2000,Arkansas,AR,Scott,George W. Bush,republican,2399.0,3981,"Arkansas, Scott"
"Arkansas, Scott",2000,Arkansas,AR,Scott,Ralph Nader,green,48.0,3981,"Arkansas, Scott"
"Arkansas, Searcy",2000,Arkansas,AR,Searcy,Al Gore,democrat,1229.0,4058,"Arkansas, Searcy"
"Arkansas, Searcy",2000,Arkansas,AR,Searcy,George W. Bush,republican,2610.0,4058,"Arkansas, Searcy"
"Arkansas, Searcy",2000,Arkansas,AR,Searcy,Ralph Nader,green,83.0,4058,"Arkansas, Searcy"
"Arkansas, Sebastian",2000,Arkansas,AR,Sebastian,Al Gore,democrat,15555.0,40159,"Arkansas, Sebastian"
"Arkansas, Sebastian",2000,Arkansas,AR,Sebastian,George W. Bush,republican,23483.0,40159,"Arkansas, Sebastian"
"Arkansas, Sebastian",2000,Arkansas,AR,Sebastian,Ralph Nader,green,503.0,40159,"Arkansas, Sebastian"
"Arkansas, Sevier",2000,Arkansas,AR,Sevier,Al Gore,democrat,2095.0,4293,"Arkansas, Sevier"
"Arkansas, Sevier",2000,Arkansas,AR,Sevier,George W. Bush,republican,2111.0,4293,"Arkansas, Sevier"
"Arkansas, Sevier",2000,Arkansas,AR,Sevier,Ralph Nader,green,55.0,4293,"Arkansas, Sevier"
"Arkansas, Sharp",2000,Arkansas,AR,Sharp,Al Gore,democrat,3236.0,7126,"Arkansas, Sharp"
"Arkansas, Sharp",2000,Arkansas,AR,Sharp,George W. Bush,republican,3698.0,7126,"Arkansas, Sharp"
"Arkansas, Sharp",2000,Arkansas,AR,Sharp,Ralph Nader,green,115.0,7126,"Arkansas, Sharp"
"Arkansas, St. Francis",2000,Arkansas,AR,St. Francis,Al Gore,democrat,4986.0,8496,"Arkansas, St. Francis"
"Arkansas, St. Francis",2000,Arkansas,AR,St. Francis,George W. Bush,republican,3414.0,8496,"Arkansas, St. Francis"
"Arkansas, St. Francis",2000,Arkansas,AR,St. Francis,Ralph Nader,green,42.0,8496,"Arkansas, St. Francis"
"Arkansas, Stone",2000,Arkansas,AR,Stone,Al Gore,democrat,2043.0,4860,"Arkansas, Stone"
"Arkansas, Stone",2000,Arkansas,AR,Stone,George W. Bush,republican,2623.0,4860,"Arkansas, Stone"
"Arkansas, Stone",2000,Arkansas,AR,Stone,Ralph Nader,green,98.0,4860,"Arkansas, Stone"
"Arkansas, Union",2000,Arkansas,AR,Union,Al Gore,democrat,6261.0,15609,"Arkansas, Union"
"Arkansas, Union",2000,Arkansas,AR,Union,George W. Bush,republican,8647.0,15609,"Arkansas, Union"
"Arkansas, Union",2000,Arkansas,AR,Union,Ralph Nader,green,130.0,15609,"Arkansas, Union"
"Arkansas, Van Buren",2000,Arkansas,AR,Van Buren,Al Gore,democrat,3202.0,6984,"Arkansas, Van Buren"
"Arkansas, Van Buren",2000,Arkansas,AR,Van Buren,George W. Bush,republican,3485.0,6984,"Arkansas, Van Buren"
"Arkansas, Van Buren",2000,Arkansas,AR,Van Buren,Ralph Nader,green,153.0,6984,"Arkansas, Van Buren"
"Arkansas, Washington",2000,Arkansas,AR,Washington,Al Gore,democrat,21425.0,51459,"Arkansas, Washington"
"Arkansas, Washington",2000,Arkansas,AR,Washington,George W. Bush,republican,28231.0,51459,"Arkansas, Washington"
"Arkansas, Washington",2000,Arkansas,AR,Washington,Ralph Nader,green,1208.0,51459,"Arkansas, Washington"
"Arkansas, White",2000,Arkansas,AR,White,Al Gore,democrat,8342.0,22150,"Arkansas, White"
"Arkansas, White",2000,Arkansas,AR,White,George W. Bush,republican,13170.0,22150,"Arkansas, White"
"Arkansas, White",2000,Arkansas,AR,White,Ralph Nader,green,243.0,22150,"Arkansas, White"
"Arkansas, Woodruff",2000,Arkansas,AR,Woodruff,Al Gore,democrat,1699.0,2651,"Arkansas, Woodruff"
"Arkansas, Woodruff",2000,Arkansas,AR,Woodruff,George W. Bush,republican,898.0,2651,"Arkansas, Woodruff"
"Arkansas, Woodruff",2000,Arkansas,AR,Woodruff,Ralph Nader,green,19.0,2651,"Arkansas, Woodruff"
"Arkansas, Yell",2000,Arkansas,AR,Yell,Al Gore,democrat,3062.0,6479,"Arkansas, Yell"
"Arkansas, Yell",2000,Arkansas,AR,Yell,George W. Bush,republican,3223.0,6479,"Arkansas, Yell"
"Arkansas, Yell",2000,Arkansas,AR,Yell,Ralph Nader,green,78.0,6479,"Arkansas, Yell"
